Transaction_ID,Date,Store_Location,Product_Category,Product_Name,Quantity_Sold,Unit_Price,Discount,Revenue,Inventory_Level,Supplier,Customer_Segment,Sales_to_Stock_Ratio
TXN00746,2024-08-06,Nairobi,electronics,Bluetooth wireless earbuds,31.0,2593.29,10.0,50965.44,478.0,Unknown,retail,0.06471816283924843
Unknown,2024-05-24,Mombasa,electronics,Bluetooth wireless earbuds,9.0,4635.79,20.0,11750.09,478.0,XYZ Traders,vip,0.018789144050104383
Unknown,2025-09-13,Nairobi,grocery,Fresh Bananas,29.0,2083.48,20.0,34653.58,478.0,Unknown,retail,0.060542797494780795
TXN00749,2024-05-02,Eldoret,fashion,Graphic T-shirt,27.0,2439.73,0.0,50965.44,681.0,Unknown,retail,0.039589442815249266
TXN00750,2024-02-17,Nairobi,electronics,Bluetooth wireless earbuds,27.0,2593.29,15.0,50965.44,478.0,Prime Supply,wholesale,0.05636743215031315
Unknown,2025-09-03,Mombasa,grocery,Fresh Bananas,27.0,361.09,10.0,50965.44,694.0,Unknown,vip,0.03884892086330935
TXN00752,2025-10-22,Kisumu,grocery,Fresh Bananas,39.0,979.48,10.0,38199.72,659.0,Unknown,wholesale,0.05909090909090909
TXN00753,2024-03-29,Mombasa,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,192.0,XYZ Traders,vip,0.13989637305699482
TXN00754,2024-01-15,Nakuru,fashion,Graphic T-shirt,35.0,2593.29,10.0,93678.62,478.0,XYZ Traders,retail,0.07306889352818371
Unknown,2025-04-23,Nakuru,home,Air Fryer,44.0,2593.29,20.0,50965.44,478.0,Prime Supply,vip,0.0918580375782881
TXN00756,2025-06-25,Mombasa,grocery,Fresh Bananas,6.0,2593.29,5.0,80958.64,478.0,Prime Supply,wholesale,0.012526096033402923
TXN00757,2024-05-10,Nakuru,home,Air Fryer,27.0,3316.01,15.0,68445.67,478.0,XYZ Traders,retail,0.05636743215031315
TXN00758,2024-10-06,Kisumu,home,Air Fryer,27.0,2593.29,20.0,50965.44,478.0,Prime Supply,retail,0.05636743215031315
Unknown,2025-08-30,Mombasa,fashion,Graphic T-shirt,27.0,2593.29,10.0,69165.5,101.0,XYZ Traders,retail,0.2647058823529412
TXN00760,2025-12-03,Nairobi,home,Air Fryer,27.0,2593.29,10.0,50965.44,489.0,Prime Supply,retail,0.05510204081632653
TXN00761,2024-07-16,Eldoret,home,Air Fryer,27.0,2593.29,10.0,50965.44,845.0,XYZ Traders,wholesale,0.031914893617021274
TXN00762,2025-06-26,Nairobi,fashion,Graphic T-shirt,27.0,2593.29,10.0,69177.8,478.0,XYZ Traders,vip,0.05636743215031315
TXN00763,2025-09-28,Nairobi,electronics,Bluetooth wireless earbuds,27.0,2593.29,10.0,50965.44,148.0,Unknown,vip,0.18120805369127516
TXN00764,2024-01-10,Eldoret,electronics,Bluetooth wireless earbuds,27.0,1433.25,10.0,50965.44,478.0,XYZ Traders,retail,0.05636743215031315
TXN00765,2024-07-27,Nakuru,electronics,Bluetooth wireless earbuds,27.0,1425.52,10.0,50965.44,478.0,XYZ Traders,wholesale,0.05636743215031315
TXN00766,2025-11-02,Nairobi,electronics,Bluetooth wireless earbuds,27.0,3089.72,15.0,50965.44,478.0,Prime Supply,retail,0.05636743215031315
Unknown,2024-04-25,Mombasa,grocery,Fresh Bananas,27.0,3134.39,10.0,50965.44,478.0,Unknown,wholesale,0.05636743215031315
TXN00768,2024-11-21,Nakuru,fashion,Graphic T-shirt,20.0,1341.33,10.0,26826.6,363.0,XYZ Traders,wholesale,0.054945054945054944
TXN00769,2024-01-27,Kisumu,electronics,Bluetooth wireless earbuds,29.0,2593.29,20.0,60611.5,756.0,Unknown,retail,0.03830911492734478
Unknown,2024-09-12,Mombasa,electronics,Bluetooth wireless earbuds,27.0,4717.15,10.0,58690.18,543.0,Unknown,retail,0.04963235294117647
TXN00771,2025-06-19,Kisumu,home,Air Fryer,27.0,2593.29,10.0,50965.44,17.0,Unknown,retail,1.5
TXN00772,2024-07-17,Eldoret,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,478.0,Prime Supply,wholesale,0.05636743215031315
TXN00773,2024-11-19,Nairobi,grocery,Fresh Bananas,10.0,2593.29,10.0,50965.44,478.0,Unknown,retail,0.020876826722338204
TXN00774,2025-02-05,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,478.0,Unknown,retail,0.05636743215031315
TXN00775,2024-03-07,Nairobi,grocery,Fresh Bananas,45.0,2593.29,5.0,49393.18,586.0,XYZ Traders,vip,0.07666098807495741
TXN00776,2025-01-15,Nakuru,fashion,Graphic T-shirt,33.0,2593.29,5.0,18253.76,478.0,ABC Ltd,vip,0.06889352818371608
TXN00777,2024-03-07,Nakuru,grocery,Fresh Bananas,45.0,2593.29,15.0,50965.44,63.0,ABC Ltd,retail,0.703125
Unknown,2025-11-17,Nairobi,grocery,Fresh Bananas,27.0,2593.29,5.0,14899.44,735.0,Unknown,retail,0.036684782608695655
TXN00779,2024-04-23,Nairobi,electronics,Bluetooth wireless earbuds,27.0,2593.29,0.0,50965.44,345.0,Prime Supply,retail,0.07803468208092486
Unknown,2024-07-26,Mombasa,electronics,Bluetooth wireless earbuds,16.0,2593.29,0.0,50965.44,231.0,Unknown,retail,0.06896551724137931
Unknown,2024-08-31,Nakuru,grocery,Fresh Bananas,33.0,2593.29,10.0,90913.68,913.0,Prime Supply,retail,0.036105032822757115
TXN00782,2025-09-22,Nairobi,fashion,Graphic T-shirt,27.0,4057.51,10.0,50965.44,692.0,XYZ Traders,retail,0.03896103896103896
Unknown,2025-03-02,Eldoret,grocery,Fresh Bananas,12.0,2593.29,15.0,15058.41,478.0,XYZ Traders,retail,0.025052192066805846
TXN00784,2024-11-08,Nairobi,fashion,Graphic T-shirt,21.0,1633.16,10.0,34296.36,261.0,Prime Supply,retail,0.08015267175572519
TXN00785,2024-02-21,Nakuru,electronics,Bluetooth wireless earbuds,27.0,2593.29,15.0,87095.18,478.0,Prime Supply,vip,0.05636743215031315
Unknown,2024-07-24,Kisumu,fashion,Graphic T-shirt,47.0,2593.29,10.0,50965.44,478.0,Unknown,retail,0.09812108559498957
TXN00787,2025-09-27,Mombasa,electronics,Bluetooth wireless earbuds,27.0,2593.29,10.0,70488.28,478.0,XYZ Traders,vip,0.05636743215031315
Unknown,2025-09-01,Nairobi,fashion,Graphic T-shirt,49.0,2593.29,15.0,69301.42,793.0,Unknown,retail,0.061712846347607056
TXN00789,2024-10-20,Nakuru,fashion,Graphic T-shirt,27.0,2271.25,10.0,50965.44,478.0,XYZ Traders,wholesale,0.05636743215031315
TXN00790,2025-08-03,Nakuru,electronics,Bluetooth wireless earbuds,22.0,1182.52,5.0,97634.12,478.0,ABC Ltd,wholesale,0.04592901878914405
TXN00791,2025-03-26,Nakuru,grocery,Fresh Bananas,19.0,2593.29,0.0,50965.44,3.0,Unknown,wholesale,4.75
TXN00792,2024-12-20,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,5.0,97549.85,917.0,Unknown,retail,0.029411764705882353
Unknown,2025-06-05,Mombasa,electronics,Bluetooth wireless earbuds,27.0,2593.29,10.0,83858.28,478.0,Prime Supply,retail,0.05636743215031315
Unknown,2024-05-19,Kisumu,home,Air Fryer,37.0,2593.29,15.0,80242.65,478.0,XYZ Traders,vip,0.07724425887265135
TXN00795,2025-07-28,Kisumu,fashion,Graphic T-shirt,27.0,901.64,10.0,50965.44,154.0,Unknown,vip,0.17419354838709677
TXN00796,2024-12-11,Nakuru,grocery,Fresh Bananas,27.0,2593.29,10.0,50965.44,478.0,Unknown,vip,0.05636743215031315
TXN00797,2024-01-01,Nairobi,fashion,Graphic T-shirt,25.0,2593.29,20.0,47938.61,801.0,XYZ Traders,retail,0.03117206982543641
TXN00798,2024-02-16,Nairobi,grocery,Fresh Bananas,27.0,2593.29,10.0,66958.92,478.0,Unknown,retail,0.05636743215031315
TXN00799,2025-06-20,Nakuru,fashion,Graphic T-shirt,14.0,2593.29,10.0,17899.3,232.0,Unknown,vip,0.060085836909871244
TXN00800,2025-01-01,Kisumu,grocery,Fresh Bananas,43.0,2593.29,5.0,58417.03,310.0,Unknown,retail,0.1382636655948553
TXN00801,2025-11-19,Mombasa,fashion,Graphic T-shirt,27.0,2593.29,10.0,7296.21,482.0,Unknown,wholesale,0.055900621118012424
TXN00802,2024-02-25,Eldoret,electronics,Bluetooth wireless earbuds,27.0,2593.29,0.0,28124.35,496.0,Unknown,vip,0.05432595573440644
TXN00803,2025-08-14,Kisumu,electronics,Bluetooth wireless earbuds,12.0,2593.29,10.0,50965.44,373.0,Prime Supply,retail,0.03208556149732621
TXN00804,2024-02-07,Mombasa,electronics,Bluetooth wireless earbuds,44.0,2593.29,10.0,50965.44,105.0,ABC Ltd,retail,0.41509433962264153
TXN00805,2024-02-04,Kisumu,fashion,Graphic T-shirt,50.0,2593.29,10.0,72942.09,478.0,ABC Ltd,retail,0.10438413361169102
TXN00806,2024-09-30,Mombasa,electronics,Bluetooth wireless earbuds,28.0,2593.29,10.0,50965.44,478.0,Unknown,wholesale,0.05845511482254697
TXN00807,2025-12-24,Nakuru,electronics,Bluetooth wireless earbuds,27.0,2593.29,20.0,50965.44,427.0,XYZ Traders,retail,0.0630841121495327
TXN00808,2024-09-07,Eldoret,electronics,Bluetooth wireless earbuds,27.0,1835.97,0.0,74626.39,478.0,XYZ Traders,wholesale,0.05636743215031315
Unknown,2024-12-13,Mombasa,fashion,Graphic T-shirt,27.0,2593.29,20.0,94548.69,478.0,XYZ Traders,retail,0.05636743215031315
TXN00810,2025-08-12,Eldoret,grocery,Fresh Bananas,37.0,2593.29,10.0,50965.44,986.0,ABC Ltd,retail,0.037487335359675786
TXN00811,2024-09-25,Nakuru,home,Air Fryer,27.0,2593.29,15.0,50965.44,478.0,Unknown,retail,0.05636743215031315
TXN00812,2025-01-10,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,990.0,Prime Supply,retail,0.027245206861755803
Unknown,2025-12-29,Kisumu,electronics,Bluetooth wireless earbuds,27.0,2593.29,20.0,6559.96,983.0,Unknown,retail,0.027439024390243903
TXN00814,2025-06-21,Nairobi,fashion,Graphic T-shirt,28.0,2593.29,20.0,50965.44,176.0,XYZ Traders,retail,0.15819209039548024
Unknown,2025-09-09,Mombasa,grocery,Fresh Bananas,9.0,2593.29,10.0,24585.8,478.0,Prime Supply,retail,0.018789144050104383
Unknown,2025-09-27,Eldoret,electronics,Bluetooth wireless earbuds,27.0,1597.24,10.0,56452.91,672.0,XYZ Traders,retail,0.04011887072808321
TXN00817,2024-12-23,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,10.0,58847.07,478.0,XYZ Traders,vip,0.05636743215031315
TXN00818,2024-12-15,Kisumu,fashion,Graphic T-shirt,27.0,2303.92,20.0,50965.44,949.0,Unknown,vip,0.028421052631578948
TXN00819,2025-05-23,Kisumu,grocery,Fresh Bananas,27.0,2593.29,10.0,50965.44,478.0,Unknown,vip,0.05636743215031315
TXN00820,2024-07-31,Kisumu,home,Air Fryer,27.0,721.53,10.0,2072.35,478.0,Unknown,retail,0.05636743215031315
TXN00821,2025-07-12,Eldoret,home,Air Fryer,27.0,2593.29,15.0,50965.44,990.0,ABC Ltd,retail,0.027245206861755803
TXN00822,2025-04-11,Kisumu,electronics,Bluetooth wireless earbuds,50.0,2593.29,15.0,50965.44,984.0,Prime Supply,retail,0.050761421319796954
TXN00823,2024-09-20,Kisumu,electronics,Bluetooth wireless earbuds,2.0,2908.69,10.0,5817.38,588.0,Unknown,vip,0.003395585738539898
TXN00824,2025-03-04,Eldoret,grocery,Fresh Bananas,27.0,2593.29,20.0,50965.44,973.0,Unknown,retail,0.027720739219712527
TXN00825,2025-07-12,Eldoret,grocery,Fresh Bananas,28.0,2593.29,10.0,50965.44,478.0,XYZ Traders,retail,0.05845511482254697
Unknown,2025-08-10,Eldoret,grocery,Fresh Bananas,17.0,2593.29,10.0,96261.95,478.0,Prime Supply,retail,0.03549060542797495
TXN00827,2024-04-03,Kisumu,grocery,Fresh Bananas,27.0,2593.29,0.0,67944.72,478.0,Unknown,retail,0.05636743215031315
TXN00828,2025-09-08,Eldoret,home,Air Fryer,27.0,4680.47,10.0,50965.44,478.0,ABC Ltd,retail,0.05636743215031315
TXN00829,2024-03-14,Eldoret,electronics,Bluetooth wireless earbuds,27.0,2593.29,10.0,50965.44,478.0,XYZ Traders,retail,0.05636743215031315
TXN00830,2025-12-25,Eldoret,grocery,Fresh Bananas,34.0,2313.84,10.0,78670.56,478.0,Prime Supply,retail,0.0709812108559499
Unknown,2025-03-25,Mombasa,grocery,Fresh Bananas,27.0,2932.01,10.0,30109.68,256.0,Unknown,retail,0.10505836575875487
TXN00832,2025-04-05,Nairobi,fashion,Graphic T-shirt,27.0,4127.34,15.0,68544.03,478.0,Prime Supply,retail,0.05636743215031315
TXN00833,2025-01-30,Nairobi,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,12.0,Prime Supply,wholesale,2.076923076923077
TXN00834,2024-05-14,Nairobi,grocery,Fresh Bananas,50.0,2593.29,20.0,60154.88,410.0,Unknown,wholesale,0.12165450121654502
TXN00835,2024-05-03,Eldoret,grocery,Fresh Bananas,49.0,2593.29,15.0,50965.44,82.0,Unknown,retail,0.5903614457831325
TXN00836,2024-05-12,Kisumu,grocery,Fresh Bananas,27.0,2593.29,5.0,33695.35,478.0,ABC Ltd,vip,0.05636743215031315
TXN00837,2025-01-25,Nakuru,grocery,Fresh Bananas,29.0,4980.59,10.0,144437.11000000002,478.0,Unknown,vip,0.060542797494780795
Unknown,2024-04-07,Mombasa,grocery,Fresh Bananas,27.0,3208.59,10.0,50965.44,478.0,XYZ Traders,vip,0.05636743215031315
TXN00839,2025-02-06,Kisumu,electronics,Bluetooth wireless earbuds,3.0,2593.29,0.0,50965.44,241.0,Unknown,vip,0.012396694214876033
TXN00840,2025-04-16,Nairobi,electronics,Bluetooth wireless earbuds,27.0,2593.29,15.0,23236.05,478.0,ABC Ltd,retail,0.05636743215031315
TXN00841,2025-11-06,Nairobi,home,Air Fryer,43.0,2593.29,15.0,50965.44,478.0,Unknown,wholesale,0.08977035490605428
TXN00842,2024-01-08,Nairobi,grocery,Fresh Bananas,27.0,2593.29,10.0,50965.44,852.0,XYZ Traders,retail,0.031652989449003514
Unknown,2024-08-01,Mombasa,grocery,Fresh Bananas,43.0,2593.29,20.0,13196.11,478.0,Prime Supply,vip,0.08977035490605428
TXN00844,2024-08-03,Nairobi,fashion,Graphic T-shirt,27.0,2558.83,10.0,50965.44,196.0,Unknown,vip,0.13705583756345177
TXN00845,2025-01-02,Eldoret,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,968.0,Unknown,vip,0.02786377708978328
Unknown,2024-06-12,Kisumu,home,Air Fryer,27.0,2593.29,10.0,50965.44,58.0,Prime Supply,retail,0.4576271186440678
TXN00847,2025-11-13,Kisumu,home,Air Fryer,27.0,2593.29,10.0,51515.93,952.0,Unknown,retail,0.02833158447009444
TXN00848,2025-04-24,Nairobi,grocery,Fresh Bananas,6.0,2593.29,0.0,50965.44,766.0,Unknown,wholesale,0.007822685788787484
Unknown,2025-06-09,Nairobi,home,Air Fryer,27.0,2593.29,0.0,50965.44,378.0,ABC Ltd,retail,0.0712401055408971
Unknown,2025-04-11,Mombasa,electronics,Bluetooth wireless earbuds,27.0,2593.29,10.0,50965.44,567.0,Prime Supply,retail,0.04753521126760563
Unknown,2024-12-31,Eldoret,grocery,Fresh Bananas,7.0,2593.29,15.0,36314.4,471.0,Unknown,vip,0.014830508474576272
Unknown,2025-05-24,Kisumu,electronics,Bluetooth wireless earbuds,27.0,2593.29,0.0,50965.44,80.0,Unknown,retail,0.3333333333333333
Unknown,2024-06-02,Nairobi,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,720.0,ABC Ltd,retail,0.03744798890429958
Unknown,2025-11-17,Kisumu,electronics,Bluetooth wireless earbuds,27.0,2593.29,15.0,26033.82,478.0,XYZ Traders,vip,0.05636743215031315
TXN00855,2024-12-24,Kisumu,electronics,Bluetooth wireless earbuds,50.0,1638.49,15.0,81924.5,478.0,XYZ Traders,wholesale,0.10438413361169102
TXN00856,2024-01-08,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,478.0,Unknown,retail,0.05636743215031315
TXN00857,2025-09-07,Eldoret,electronics,Bluetooth wireless earbuds,41.0,2593.29,10.0,32176.85,251.0,ABC Ltd,retail,0.1626984126984127
Unknown,2024-12-31,Kisumu,fashion,Graphic T-shirt,21.0,3010.86,10.0,44904.18,197.0,Unknown,vip,0.10606060606060606
Unknown,2024-12-07,Kisumu,grocery,Fresh Bananas,22.0,2593.29,10.0,39399.38,434.0,Unknown,vip,0.05057471264367816
TXN00860,2025-01-29,Eldoret,fashion,Graphic T-shirt,27.0,2593.29,20.0,50965.44,478.0,Prime Supply,retail,0.05636743215031315
TXN00861,2024-08-20,Mombasa,electronics,Bluetooth wireless earbuds,35.0,2593.29,5.0,50965.44,478.0,ABC Ltd,retail,0.07306889352818371
TXN00862,2024-05-10,Nakuru,home,Air Fryer,2.0,2593.29,20.0,50965.44,815.0,XYZ Traders,vip,0.0024509803921568627
TXN00863,2025-03-20,Nairobi,home,Air Fryer,27.0,2499.54,0.0,15371.54,478.0,Prime Supply,vip,0.05636743215031315
TXN00864,2025-10-10,Mombasa,fashion,Graphic T-shirt,30.0,2593.29,15.0,25963.8,478.0,ABC Ltd,wholesale,0.06263048016701461
TXN00865,2024-08-05,Mombasa,home,Air Fryer,45.0,2593.29,10.0,50965.44,478.0,Unknown,wholesale,0.09394572025052192
TXN00866,2024-11-07,Kisumu,fashion,Graphic T-shirt,12.0,2865.95,15.0,34391.399999999994,478.0,ABC Ltd,retail,0.025052192066805846
Unknown,2025-12-11,Nakuru,electronics,Bluetooth wireless earbuds,23.0,3311.82,20.0,93682.51,478.0,XYZ Traders,wholesale,0.04801670146137787
TXN00868,2025-08-05,Eldoret,electronics,Bluetooth wireless earbuds,27.0,2593.29,10.0,37724.43,166.0,XYZ Traders,vip,0.16167664670658682
TXN00869,2024-03-12,Nakuru,electronics,Bluetooth wireless earbuds,44.0,2593.29,10.0,95610.41,478.0,ABC Ltd,vip,0.0918580375782881
TXN00870,2024-03-25,Nakuru,home,Air Fryer,27.0,2593.29,10.0,23374.84,478.0,Unknown,vip,0.05636743215031315
Unknown,2025-11-20,Mombasa,home,Air Fryer,27.0,2593.29,10.0,56152.19,478.0,XYZ Traders,retail,0.05636743215031315
TXN00872,2025-05-17,Nakuru,electronics,Bluetooth wireless earbuds,24.0,3577.65,10.0,4247.9,975.0,Prime Supply,retail,0.02459016393442623
Unknown,2025-04-18,Kisumu,fashion,Graphic T-shirt,27.0,582.49,10.0,50965.44,146.0,Unknown,vip,0.1836734693877551
TXN00874,2024-09-20,Eldoret,grocery,Fresh Bananas,27.0,2593.29,10.0,50965.44,478.0,Unknown,retail,0.05636743215031315
TXN00875,2024-12-12,Mombasa,electronics,Bluetooth wireless earbuds,27.0,3210.77,20.0,50965.44,478.0,XYZ Traders,vip,0.05636743215031315
TXN00876,2025-01-31,Nairobi,fashion,Graphic T-shirt,11.0,2593.29,10.0,49291.94,478.0,Prime Supply,retail,0.022964509394572025
TXN00877,2024-08-12,Mombasa,electronics,Bluetooth wireless earbuds,27.0,3260.43,10.0,74839.14,478.0,Prime Supply,retail,0.05636743215031315
TXN00878,2024-11-25,Nairobi,home,Air Fryer,27.0,2593.29,5.0,50965.44,478.0,XYZ Traders,retail,0.05636743215031315
Unknown,2024-07-03,Nairobi,grocery,Fresh Bananas,27.0,2144.27,10.0,82513.61,478.0,Unknown,retail,0.05636743215031315
TXN00880,2024-07-31,Nairobi,electronics,Bluetooth wireless earbuds,27.0,2593.29,15.0,50965.44,478.0,XYZ Traders,retail,0.05636743215031315
Unknown,2024-10-17,Nairobi,electronics,Bluetooth wireless earbuds,27.0,1391.89,10.0,30330.76,478.0,Unknown,wholesale,0.05636743215031315
TXN00882,2024-10-14,Eldoret,fashion,Graphic T-shirt,27.0,2593.29,5.0,50965.44,874.0,Unknown,retail,0.030857142857142857
Unknown,2025-03-07,Mombasa,home,Air Fryer,27.0,2593.29,15.0,91802.55,478.0,ABC Ltd,retail,0.05636743215031315
Unknown,2024-07-22,Mombasa,fashion,Graphic T-shirt,27.0,2593.29,0.0,50965.44,478.0,Prime Supply,wholesale,0.05636743215031315
Unknown,2024-10-13,Kisumu,grocery,Fresh Bananas,27.0,153.67,10.0,95841.12,663.0,Unknown,vip,0.04066265060240964
Unknown,2025-05-25,Nairobi,electronics,Bluetooth wireless earbuds,27.0,2593.29,10.0,41078.61,655.0,Unknown,retail,0.041158536585365856
TXN00887,2025-08-07,Nakuru,grocery,Fresh Bananas,9.0,2593.29,15.0,50965.44,478.0,Unknown,retail,0.018789144050104383
TXN00888,2025-09-25,Nakuru,fashion,Graphic T-shirt,27.0,4593.77,10.0,50965.44,15.0,Prime Supply,wholesale,1.6875
Unknown,2024-02-13,Nairobi,grocery,Fresh Bananas,27.0,2593.29,20.0,51983.45,848.0,Unknown,wholesale,0.03180212014134275
TXN00890,2024-10-22,Eldoret,fashion,Graphic T-shirt,37.0,2593.29,20.0,50965.44,478.0,Unknown,retail,0.07724425887265135
TXN00891,2025-10-21,Kisumu,grocery,Fresh Bananas,24.0,2593.29,0.0,50965.44,478.0,Prime Supply,retail,0.05010438413361169
TXN00892,2024-08-10,Kisumu,electronics,Bluetooth wireless earbuds,3.0,1260.26,15.0,3780.7799999999997,61.0,Unknown,retail,0.04838709677419355
Unknown,2024-08-20,Eldoret,home,Air Fryer,27.0,2593.29,15.0,50965.44,478.0,Unknown,wholesale,0.05636743215031315
Unknown,2024-11-14,Kisumu,grocery,Fresh Bananas,27.0,4421.67,10.0,50965.44,136.0,Unknown,vip,0.19708029197080293
TXN00895,2025-04-14,Nairobi,grocery,Fresh Bananas,15.0,2593.29,5.0,99579.45,721.0,Unknown,retail,0.02077562326869806
TXN00896,2025-01-16,Nairobi,electronics,Bluetooth wireless earbuds,27.0,2593.29,15.0,19629.45,717.0,Unknown,retail,0.037604456824512536
Unknown,2025-03-02,Eldoret,grocery,Fresh Bananas,15.0,1496.38,0.0,19058.08,740.0,Unknown,retail,0.020242914979757085
TXN00898,2024-03-10,Nairobi,home,Air Fryer,3.0,2593.29,10.0,50965.44,478.0,Unknown,retail,0.006263048016701462
Unknown,2024-10-09,Mombasa,fashion,Graphic T-shirt,27.0,3506.73,10.0,50965.44,825.0,Unknown,vip,0.03268765133171913
TXN00900,2025-11-24,Mombasa,fashion,Graphic T-shirt,27.0,2593.29,20.0,50965.44,478.0,Unknown,retail,0.05636743215031315
TXN00901,2024-01-16,Nakuru,fashion,Graphic T-shirt,2.0,2593.29,15.0,50965.44,478.0,Unknown,wholesale,0.0041753653444676405
TXN00902,2024-11-20,Nairobi,home,Air Fryer,27.0,2593.29,10.0,50965.44,269.0,Prime Supply,retail,0.1
TXN00903,2025-06-20,Kisumu,grocery,Fresh Bananas,27.0,2593.29,20.0,85708.87,778.0,Prime Supply,retail,0.03465982028241335
TXN00904,2025-06-14,Kisumu,electronics,Bluetooth wireless earbuds,27.0,4632.71,10.0,50965.44,945.0,XYZ Traders,retail,0.02854122621564482
TXN00905,2024-06-09,Nairobi,home,Air Fryer,27.0,2593.29,5.0,21369.63,478.0,XYZ Traders,vip,0.05636743215031315
TXN00906,2024-06-01,Nairobi,home,Air Fryer,9.0,2593.29,0.0,60316.61,478.0,ABC Ltd,wholesale,0.018789144050104383
TXN00907,2025-07-16,Kisumu,fashion,Graphic T-shirt,27.0,1516.63,15.0,39699.18,401.0,ABC Ltd,retail,0.06716417910447761
TXN00908,2025-10-20,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,10.0,73208.83,478.0,ABC Ltd,retail,0.05636743215031315
TXN00909,2025-11-13,Eldoret,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,478.0,Unknown,vip,0.05636743215031315
TXN00910,2025-01-16,Eldoret,grocery,Fresh Bananas,27.0,2543.65,20.0,98135.71,478.0,Unknown,retail,0.05636743215031315
TXN00911,2024-07-23,Mombasa,fashion,Graphic T-shirt,20.0,2593.29,5.0,50965.44,478.0,Unknown,vip,0.04175365344467641
TXN00912,2025-09-17,Mombasa,grocery,Fresh Bananas,42.0,2593.29,20.0,50965.44,478.0,Prime Supply,wholesale,0.08768267223382047
TXN00913,2025-02-25,Kisumu,grocery,Fresh Bananas,7.0,3818.75,10.0,26731.25,478.0,ABC Ltd,wholesale,0.014613778705636743
Unknown,2024-08-28,Nairobi,electronics,Bluetooth wireless earbuds,27.0,769.27,5.0,50965.44,761.0,XYZ Traders,vip,0.03543307086614173
TXN00915,2024-07-20,Kisumu,home,Air Fryer,20.0,2593.29,10.0,50965.44,420.0,Unknown,retail,0.047505938242280284
Unknown,2025-04-11,Nairobi,grocery,Fresh Bananas,27.0,4839.3,10.0,9870.0,478.0,Unknown,vip,0.05636743215031315
Unknown,2024-11-01,Nairobi,electronics,Bluetooth wireless earbuds,11.0,2593.29,20.0,50965.44,329.0,ABC Ltd,wholesale,0.03333333333333333
TXN00918,2025-11-08,Mombasa,home,Air Fryer,27.0,2593.29,20.0,62770.92,478.0,ABC Ltd,retail,0.05636743215031315
TXN00919,2025-01-29,Kisumu,home,Air Fryer,27.0,2593.29,15.0,81622.45,274.0,Unknown,vip,0.09818181818181818
TXN00920,2024-04-07,Nakuru,grocery,Fresh Bananas,11.0,2593.29,5.0,49310.58,827.0,ABC Ltd,vip,0.013285024154589372
TXN00921,2024-04-28,Eldoret,fashion,Graphic T-shirt,27.0,2960.89,10.0,85008.89,478.0,Prime Supply,wholesale,0.05636743215031315
TXN00922,2025-08-29,Mombasa,home,Air Fryer,27.0,2593.29,10.0,17562.98,478.0,Unknown,retail,0.05636743215031315
Unknown,2024-09-23,Mombasa,electronics,Bluetooth wireless earbuds,43.0,2593.29,15.0,88186.83,375.0,XYZ Traders,retail,0.11436170212765957
TXN00924,2024-02-05,Mombasa,grocery,Fresh Bananas,41.0,2593.29,10.0,50965.44,662.0,Unknown,wholesale,0.06184012066365008
TXN00925,2024-04-07,Eldoret,electronics,Bluetooth wireless earbuds,4.0,2593.29,0.0,25335.22,478.0,ABC Ltd,retail,0.008350730688935281
Unknown,2025-07-07,Kisumu,home,Air Fryer,27.0,2593.29,10.0,46162.92,478.0,ABC Ltd,vip,0.05636743215031315
TXN00927,2025-01-13,Kisumu,fashion,Graphic T-shirt,44.0,2593.29,5.0,50965.44,653.0,Prime Supply,vip,0.0672782874617737
TXN00928,2025-01-09,Nakuru,electronics,Bluetooth wireless earbuds,6.0,2593.29,10.0,75984.14,425.0,Unknown,vip,0.014084507042253521
TXN00929,2025-01-06,Nairobi,home,Air Fryer,4.0,2546.34,10.0,89752.17,520.0,ABC Ltd,retail,0.007677543186180422
Unknown,2025-10-22,Mombasa,grocery,Fresh Bananas,27.0,2593.29,15.0,3485.64,661.0,Prime Supply,retail,0.04078549848942598
TXN00931,2024-12-01,Nairobi,grocery,Fresh Bananas,27.0,2593.29,5.0,50965.44,478.0,XYZ Traders,retail,0.05636743215031315
TXN00932,2024-12-07,Eldoret,electronics,Bluetooth wireless earbuds,19.0,2593.29,10.0,50965.44,662.0,Unknown,wholesale,0.02865761689291101
TXN00933,2025-05-12,Eldoret,grocery,Fresh Bananas,27.0,190.97,15.0,50965.44,159.0,Unknown,wholesale,0.16875
TXN00934,2024-12-15,Mombasa,electronics,Bluetooth wireless earbuds,27.0,1350.51,10.0,41976.52,478.0,Unknown,vip,0.05636743215031315
