Transaction_ID,Date,Store_Location,Product_Category,Product_Name,Quantity_Sold,Unit_Price,Discount,Revenue,Inventory_Level,Supplier,Customer_Segment
,2025-03-28,Mombasa,fashion,Poor,,2123.63,5,18083.31,985,Prime Supply,retail
TXN00618,2025-06-24,Kisumu,Grocery,Green,,,20,35793.24,,XYZ Traders,Wholesale
,2025-06-04,Nakuru,Home,Pay,,,10,87461.16,236,,VIP
,2025-02-11,Mombasa,Fashion,Staff,23,,20,,913,ABC Ltd,Retail
TXN00621,2025-04-18,Kisumu,electronics,Method,,,5,,836,Prime Supply,retail
TXN00622,2025-05-14,Nakuru,fashion,Available,43,,5,12062.39,812,ABC Ltd,Retail
TXN00623,2024-01-21,Nakuru,Groceries,What,36,,5,7212.99,,XYZ Traders,VIP
,2025-04-26,Eldoret,electronics,Might,18,,0,,,,retail
TXN00625,2024-10-07,Nakuru,Groceries,Answer,,,20,,,ABC Ltd,Retail
,2024-10-29,Nairobi,Electronics,Our,31,1344.31,5,,653,,VIP
TXN00627,2025-08-05,Kisumu,fashion,My,1,,5,,795,Prime Supply,Retail
,2025-10-23,Nairobi,electronics,Use,18,,20,88491.63,259,,Retail
TXN00629,2025-11-08,Eldoret,Fashion,Remember,,,,40511.91,463,,VIP
,2024-08-18,Eldoret,Groceries,Civil,,,N/A,45802.22,651,XYZ Traders,Retail
TXN00631,2025-02-13,Eldoret,Home,Husband,,,,89532.58,,,VIP
TXN00632,2024-09-05,Mombasa,Grocery,Business,31,1350.8,,,968,,Wholesale
,2024-04-04,Nairobi,Fashion,Finally,,,0,62070.24,,,VIP
TXN00634,2024-10-02,Eldoret,Grocery,News,,1236.53,0,80921.35,,,VIP
TXN00635,2024-11-25,Mombasa,Electronics,Product,17,1565.12,N/A,,453,XYZ Traders,retail
,2024-01-31,Nakuru,Electronics,Do,14,,N/A,,,,Wholesale
,2024-08-19,Kisumu,Home,Billion,46,,0,,,XYZ Traders,Wholesale
TXN00638,2025-09-18,Kisumu,Fashion,Industry,35,3393.12,N/A,,,ABC Ltd,Wholesale
TXN00639,2024-08-26,Eldoret,Fashion,Agent,8,1148.8,15,,,XYZ Traders,VIP
,2025-07-02,Nairobi,Fashion,Easy,,,,,347,Prime Supply,Wholesale
TXN00641,2025-12-16,Nakuru,Electronics,Box,,,,,484,,retail
TXN00642,2024-05-18,Eldoret,electronics,West,9,3273.67,15,,,,Wholesale
TXN00643,2024-01-28,Nairobi,electronics,Knowledge,,,20,25461.57,,XYZ Traders,Retail
TXN00644,2025-07-04,Mombasa,electronics,Know,5,2979.91,N/A,86071.46,,Prime Supply,retail
TXN00645,2024-03-23,Nairobi,Home,Hundred,,2405.5,,82171.96,486,,VIP
TXN00646,2024-10-10,Nairobi,Electronics,Matter,2,,20,,,,Wholesale
TXN00647,2024-03-05,Mombasa,Groceries,Sister,,2473.73,15,12450.35,239,XYZ Traders,VIP
TXN00648,2024-06-21,Nakuru,Groceries,Long,40,1641.16,N/A,44980.64,982,,retail
TXN00649,2025-06-10,Nakuru,Groceries,Quality,,,15,,,XYZ Traders,VIP
TXN00650,2025-03-28,Kisumu,Grocery,Low,,4115.45,,,,Prime Supply,retail
,2025-02-13,Kisumu,electronics,Only,50,,5,,668,,Retail
TXN00652,2024-04-14,Kisumu,electronics,Car,,1087.95,0,1013.66,,,Retail
TXN00653,2024-09-11,Eldoret,Electronics,Cell,48,,15,10557.03,910,Prime Supply,retail
TXN00654,2024-09-18,Eldoret,Home,Evening,25,,0,31210.71,87,Prime Supply,VIP
TXN00655,2024-08-17,Eldoret,Fashion,Experience,20,,,22010.14,,,retail
,2025-06-26,Eldoret,Fashion,Seem,,,N/A,4940.65,,,Wholesale
TXN00657,2024-02-25,Kisumu,Fashion,End,,,10,,,XYZ Traders,retail
,2025-10-30,Nairobi,Fashion,Gun,26,897.28,5,29789.71,62,XYZ Traders,Wholesale
,2025-08-14,Mombasa,Groceries,Foot,26,,N/A,,376,,Retail
,2025-02-09,Mombasa,Grocery,Discover,4,,15,,,,VIP
TXN00661,2025-02-01,Kisumu,fashion,Debate,26,3937.4,0,,,ABC Ltd,Wholesale
TXN00662,2025-12-13,Mombasa,fashion,Machine,12,2878.54,N/A,,299,XYZ Traders,VIP
TXN00663,2025-04-04,Eldoret,Grocery,Positive,40,,0,,355,,Wholesale
,2025-12-30,Nairobi,Grocery,Standard,38,,N/A,2257.43,259,ABC Ltd,Wholesale
TXN00665,2025-11-17,Mombasa,Groceries,International,,,0,77633.02,,ABC Ltd,Wholesale
TXN00666,2025-03-11,Eldoret,fashion,Senior,46,,20,72926.22,,,VIP
,2025-03-08,Nakuru,Grocery,Wear,11,,10,62562.99,663,,retail
TXN00668,2025-07-06,Mombasa,Home,Whose,,,10,,,XYZ Traders,VIP
,2024-09-16,Mombasa,Groceries,Plan,,978.12,0,,,ABC Ltd,Wholesale
TXN00670,2024-01-27,Nakuru,Electronics,Happy,,,10,79457.17,154,,retail
TXN00671,2024-11-05,Mombasa,electronics,Company,,,10,,592,,Retail
,2024-12-21,Nakuru,Grocery,Center,,4284.94,,,561,,VIP
,2025-12-14,Eldoret,Fashion,Without,,,,36647.9,,Prime Supply,VIP
TXN00674,2024-03-09,Kisumu,electronics,Quality,,,,6687.18,,XYZ Traders,Wholesale
,2024-08-16,Nakuru,Home,Cost,50,,10,,93,,VIP
TXN00676,2025-09-25,Kisumu,fashion,She,23,,10,81006.38,,Prime Supply,VIP
TXN00677,2024-08-28,Kisumu,Electronics,Should,,,N/A,,353,XYZ Traders,retail
TXN00678,2025-08-29,Mombasa,Groceries,Type,12,,15,,786,,Retail
TXN00679,2025-06-02,Kisumu,electronics,College,,,10,70767.08,,ABC Ltd,Retail
,2025-03-26,Kisumu,Groceries,Point,33,,0,,,,retail
,2024-02-10,Mombasa,Groceries,Third,,4795.08,5,,460,,Wholesale
TXN00682,2024-04-10,Mombasa,Grocery,Lead,36,,,31090.7,230,,VIP
,2024-03-23,Eldoret,Home,Election,15,,N/A,,,ABC Ltd,Retail
,2025-10-15,Nakuru,Fashion,Somebody,,2618.32,,13318.17,,,retail
TXN00685,2024-11-29,Kisumu,Grocery,Herself,22,,15,,,,VIP
TXN00686,2024-11-12,Nairobi,Grocery,Human,34,1645.07,5,,391,,retail
,2024-09-12,Nairobi,Fashion,Center,,,5,51907.87,873,XYZ Traders,VIP
,2025-08-04,Eldoret,electronics,Provide,4,,15,,,XYZ Traders,VIP
,2025-04-09,Kisumu,fashion,Hospital,,,0,39315.88,,,Retail
,2025-07-12,Nakuru,Fashion,Contain,,,5,5358.77,933,,retail
TXN00691,2024-09-23,Eldoret,electronics,Talk,5,,20,16367.36,477,,Retail
TXN00692,2025-07-29,Nairobi,electronics,Appear,4,,0,94881.47,277,,Retail
TXN00693,2025-01-08,Mombasa,electronics,Career,10,,10,93478.29,305,ABC Ltd,VIP
TXN00694,2024-10-27,Eldoret,Groceries,Sometimes,43,,,,257,,VIP
TXN00695,2024-12-13,Nakuru,fashion,Red,17,,0,71459.92,939,XYZ Traders,VIP
,2025-07-27,Mombasa,Groceries,Marriage,37,,,,,ABC Ltd,VIP
TXN00697,2025-05-17,Nakuru,Groceries,Each,40,,20,67494.88,175,XYZ Traders,Retail
TXN00698,2025-03-24,Nakuru,electronics,Whole,,,10,,264,ABC Ltd,Wholesale
,2025-12-06,Nakuru,fashion,Member,,,5,,,Prime Supply,VIP
TXN00700,2024-09-28,Mombasa,Home,Somebody,41,3267.04,0,67199.55,905,,retail
TXN00701,2024-12-04,Nairobi,Fashion,Actually,,,N/A,43672.83,,Prime Supply,Retail
TXN00702,2025-02-16,Eldoret,fashion,Material,,,,,713,,VIP
TXN00703,2024-11-28,Eldoret,fashion,Around,27,2836.26,15,,606,ABC Ltd,Wholesale
TXN00704,2024-01-12,Nairobi,fashion,Less,41,,N/A,,575,XYZ Traders,VIP
TXN00705,2025-02-16,Kisumu,Home,Improve,,,5,80279.34,,ABC Ltd,retail
TXN00706,2024-02-29,Nairobi,Groceries,Our,34,,15,58142.62,,ABC Ltd,Wholesale
TXN00707,2024-09-16,Eldoret,Home,Skill,15,,15,11592.35,240,XYZ Traders,VIP
TXN00708,2024-02-22,Nakuru,Grocery,Have,,771.14,N/A,92263.2,440,,VIP
TXN00709,2024-10-23,Nairobi,Fashion,His,,,10,73594.2,796,XYZ Traders,Wholesale
,2025-05-21,Kisumu,fashion,Fight,,,,53911.95,566,XYZ Traders,Retail
,2025-07-06,Kisumu,electronics,Management,,,15,,,,Retail
,2024-06-03,Mombasa,fashion,Large,,,15,,699,ABC Ltd,Wholesale
,2025-03-03,Nairobi,fashion,Born,7,,N/A,,,ABC Ltd,Retail
,2025-03-18,Eldoret,fashion,Two,,,N/A,,573,,VIP
,2024-05-14,Eldoret,Grocery,Design,,3435.79,0,,22,XYZ Traders,VIP
TXN00716,2025-12-11,Nakuru,Groceries,Seven,33,,0,87991.08,562,XYZ Traders,VIP
TXN00717,2024-02-17,Kisumu,Grocery,Approach,,,,,330,XYZ Traders,Retail
TXN00718,2025-10-22,Mombasa,electronics,Gun,43,,,,963,XYZ Traders,retail
TXN00719,2025-03-02,Mombasa,Grocery,Line,49,128.51,15,,,,retail
TXN00720,2024-03-26,Eldoret,Fashion,Tonight,46,,15,,,Prime Supply,Wholesale
,2025-05-15,Nakuru,Groceries,War,,,20,,486,XYZ Traders,retail
TXN00722,2025-04-03,Mombasa,Fashion,Stuff,,,N/A,,307,,VIP
TXN00723,2024-10-18,Nakuru,Home,Second,7,,0,27256.17,1,,VIP
,2024-01-30,Mombasa,Home,First,23,,,47560.45,113,Prime Supply,retail
TXN00725,2024-01-29,Nairobi,Fashion,Maintain,24,3487.62,N/A,,,ABC Ltd,Wholesale
TXN00726,2025-10-05,Mombasa,Groceries,Police,27,,10,88934.34,67,,VIP
TXN00727,2024-08-22,Nairobi,fashion,Huge,44,1692.23,N/A,,,Prime Supply,VIP
TXN00728,2025-05-21,Nairobi,Home,Usually,,1965.24,N/A,,,XYZ Traders,VIP
TXN00729,2025-12-04,Nairobi,Groceries,Wind,23,136.14,20,89874.44,,ABC Ltd,VIP
,2024-04-10,Nakuru,Grocery,Attention,43,1419.47,,,321,,VIP
,2024-12-09,Eldoret,Groceries,Government,5,1901.43,10,,,Prime Supply,VIP
TXN00732,2025-07-07,Mombasa,Groceries,Individual,,,20,,,Prime Supply,Retail
,2024-01-09,Eldoret,Grocery,Everything,30,,0,4508.56,,Prime Supply,Retail
,2025-02-06,Kisumu,fashion,Individual,,,N/A,,313,,Wholesale
TXN00735,2025-08-28,Nairobi,Groceries,Prevent,20,,15,,246,XYZ Traders,Wholesale
TXN00736,2024-11-06,Kisumu,fashion,Shake,,,15,29449.13,580,Prime Supply,VIP
TXN00737,2024-08-02,Nairobi,Groceries,Low,41,,,73086.16,597,,Wholesale
TXN00738,2024-03-02,Mombasa,electronics,Produce,46,,0,,,,VIP
TXN00739,2025-04-09,Nairobi,electronics,Argue,,,20,70828.01,,Prime Supply,Wholesale
TXN00740,2025-07-13,Eldoret,fashion,Major,,,N/A,,,XYZ Traders,VIP
,2024-09-20,Eldoret,Fashion,Situation,,3113.09,5,,,,retail
,2024-03-08,Kisumu,Groceries,Moment,,,10,71879.76,,,VIP
,2025-07-28,Mombasa,Home,Material,14,,15,,665,,retail
TXN00744,2025-05-29,Nairobi,Electronics,By,35,1847.62,5,,,ABC Ltd,Wholesale
,2024-10-29,Kisumu,Grocery,Affect,26,2098.35,10,,774,ABC Ltd,retail
TXN00746,2024-08-06,Nairobi,electronics,Soon,31,,N/A,,,,Retail
,2024-05-24,Mombasa,Electronics,Have,9,4635.79,20,11750.09,,XYZ Traders,VIP
,2025-09-13,Nairobi,Groceries,Short,29,2083.48,20,34653.58,,,Retail
TXN00749,2024-05-02,Eldoret,fashion,Fear,,2439.73,0,,681,,retail
TXN00750,2024-02-17,Nairobi,electronics,Final,,,15,,,Prime Supply,Wholesale
,2025-09-03,Mombasa,Groceries,Score,,361.09,N/A,,694,,VIP
TXN00752,2025-10-22,Kisumu,Grocery,Have,39,979.48,,,659,,Wholesale
TXN00753,2024-03-29,Mombasa,Fashion,Realize,,,N/A,,192,XYZ Traders,VIP
TXN00754,2024-01-15,Nakuru,fashion,Fear,35,,,93678.62,,XYZ Traders,Retail
,2025-04-23,Nakuru,Home,Service,44,,20,,,Prime Supply,VIP
TXN00756,2025-06-25,Mombasa,Grocery,Sister,6,,5,80958.64,,Prime Supply,Wholesale
TXN00757,2024-05-10,Nakuru,Home,Outside,,3316.01,15,68445.67,,XYZ Traders,retail
TXN00758,2024-10-06,Kisumu,Home,Out,,,20,,,Prime Supply,Retail
,2025-08-30,Mombasa,fashion,Parent,,,N/A,69165.5,101,XYZ Traders,retail
TXN00760,2025-12-03,Nairobi,Home,Discuss,,,10,,489,Prime Supply,Retail
TXN00761,2024-07-16,Eldoret,Home,Report,,,N/A,,845,XYZ Traders,Wholesale
TXN00762,2025-06-26,Nairobi,Fashion,American,,,10,69177.8,,XYZ Traders,VIP
TXN00763,2025-09-28,Nairobi,Electronics,Public,,,10,,148,,VIP
TXN00764,2024-01-10,Eldoret,Electronics,Focus,,1433.25,N/A,,,XYZ Traders,Retail
TXN00765,2024-07-27,Nakuru,electronics,Identify,,1425.52,10,,,XYZ Traders,Wholesale
TXN00766,2025-11-02,Nairobi,electronics,Wife,,3089.72,15,,,Prime Supply,Retail
,2024-04-25,Mombasa,Groceries,Career,,3134.39,10,,,,Wholesale
TXN00768,2024-11-21,Nakuru,Fashion,Put,20,1341.33,N/A,,363,XYZ Traders,Wholesale
TXN00769,2024-01-27,Kisumu,Electronics,Weight,29,,20,60611.5,756,,retail
,2024-09-12,Mombasa,electronics,Including,,4717.15,,58690.18,543,,Retail
TXN00771,2025-06-19,Kisumu,Home,Notice,,,10,,17,,retail
TXN00772,2024-07-17,Eldoret,fashion,Tree,,,N/A,,,Prime Supply,Wholesale
TXN00773,2024-11-19,Nairobi,Groceries,Yeah,10,,N/A,,,,retail
TXN00774,2025-02-05,Nakuru,Fashion,Success,,,N/A,,,,Retail
TXN00775,2024-03-07,Nairobi,Groceries,Site,45,,5,49393.18,586,XYZ Traders,VIP
TXN00776,2025-01-15,Nakuru,Fashion,Red,33,,5,18253.76,,ABC Ltd,VIP
TXN00777,2024-03-07,Nakuru,Groceries,Able,45,,15,,63,ABC Ltd,Retail
,2025-11-17,Nairobi,Grocery,Professor,,,5,14899.44,735,,Retail
TXN00779,2024-04-23,Nairobi,electronics,Fill,,,0,,345,Prime Supply,retail
,2024-07-26,Mombasa,electronics,Before,16,,0,,231,,retail
,2024-08-31,Nakuru,Grocery,Record,33,,N/A,90913.68,913,Prime Supply,Retail
TXN00782,2025-09-22,Nairobi,fashion,Nation,,4057.51,,,692,XYZ Traders,Retail
,2025-03-02,Eldoret,Grocery,Hotel,12,,15,15058.41,,XYZ Traders,retail
TXN00784,2024-11-08,Nairobi,fashion,Unit,21,1633.16,10,,261,Prime Supply,retail
TXN00785,2024-02-21,Nakuru,electronics,Letter,27,,15,87095.18,,Prime Supply,VIP
,2024-07-24,Kisumu,Fashion,Structure,47,,10,,,,retail
TXN00787,2025-09-27,Mombasa,electronics,College,,,,70488.28,,XYZ Traders,VIP
,2025-09-01,Nairobi,fashion,Whom,49,,15,69301.42,793,,Retail
TXN00789,2024-10-20,Nakuru,Fashion,Democrat,,2271.25,10,,,XYZ Traders,Wholesale
TXN00790,2025-08-03,Nakuru,electronics,Throughout,22,1182.52,5,97634.12,,ABC Ltd,Wholesale
TXN00791,2025-03-26,Nakuru,Groceries,Country,19,,0,,3,,Wholesale
TXN00792,2024-12-20,Nakuru,fashion,Early,,,5,97549.85,917,,Retail
,2025-06-05,Mombasa,electronics,Lead,,,10,83858.28,,Prime Supply,Retail
,2024-05-19,Kisumu,Home,Mean,37,,15,80242.65,,XYZ Traders,VIP
TXN00795,2025-07-28,Kisumu,Fashion,Must,,901.64,10,,154,,VIP
TXN00796,2024-12-11,Nakuru,Groceries,Throw,,,10,,,,VIP
TXN00797,2024-01-01,Nairobi,Fashion,Door,25,,20,47938.61,801,XYZ Traders,Retail
TXN00798,2024-02-16,Nairobi,Groceries,Teach,,,10,66958.92,,,retail
TXN00799,2025-06-20,Nakuru,Fashion,Like,14,,,17899.3,232,,VIP
TXN00800,2025-01-01,Kisumu,Grocery,Chance,43,,5,58417.03,310,,retail
TXN00801,2025-11-19,Mombasa,fashion,Middle,,,N/A,7296.21,482,,Wholesale
TXN00802,2024-02-25,Eldoret,Electronics,Court,,,0,28124.35,496,,VIP
TXN00803,2025-08-14,Kisumu,electronics,Difficult,12,,,,373,Prime Supply,Retail
TXN00804,2024-02-07,Mombasa,Electronics,Beyond,44,,,,105,ABC Ltd,retail
TXN00805,2024-02-04,Kisumu,Fashion,Participant,50,,10,72942.09,,ABC Ltd,retail
TXN00806,2024-09-30,Mombasa,Electronics,Recently,28,,10,,,,Wholesale
TXN00807,2025-12-24,Nakuru,electronics,Safe,,,20,,427,XYZ Traders,Retail
TXN00808,2024-09-07,Eldoret,Electronics,More,,1835.97,0,74626.39,,XYZ Traders,Wholesale
,2024-12-13,Mombasa,Fashion,Pm,,,20,94548.69,,XYZ Traders,Retail
TXN00810,2025-08-12,Eldoret,Grocery,Affect,37,,,,986,ABC Ltd,retail
TXN00811,2024-09-25,Nakuru,Home,Other,,,15,,,,Retail
TXN00812,2025-01-10,Nakuru,fashion,Gun,,,,,990,Prime Supply,Retail
,2025-12-29,Kisumu,electronics,Hand,,,20,6559.96,983,,retail
TXN00814,2025-06-21,Nairobi,Fashion,Rest,28,,20,,176,XYZ Traders,Retail
,2025-09-09,Mombasa,Grocery,Stop,9,,10,24585.8,,Prime Supply,retail
,2025-09-27,Eldoret,electronics,Oil,27,1597.24,,56452.91,672,XYZ Traders,Retail
TXN00817,2024-12-23,Nakuru,fashion,Write,,,N/A,58847.07,,XYZ Traders,VIP
TXN00818,2024-12-15,Kisumu,fashion,Many,,2303.92,20,,949,,VIP
TXN00819,2025-05-23,Kisumu,Groceries,Dog,,,,,,,VIP
TXN00820,2024-07-31,Kisumu,Home,Effect,,721.53,,2072.35,,,retail
TXN00821,2025-07-12,Eldoret,Home,Exist,,,15,,990,ABC Ltd,Retail
TXN00822,2025-04-11,Kisumu,electronics,Trip,50,,15,,984,Prime Supply,retail
TXN00823,2024-09-20,Kisumu,Electronics,Community,2,2908.69,,,588,,VIP
TXN00824,2025-03-04,Eldoret,Grocery,Far,,,20,,973,,Retail
TXN00825,2025-07-12,Eldoret,Grocery,Safe,28,,,,,XYZ Traders,retail
,2025-08-10,Eldoret,Grocery,Matter,17,,10,96261.95,,Prime Supply,retail
TXN00827,2024-04-03,Kisumu,Groceries,Rich,,,0,67944.72,,,retail
TXN00828,2025-09-08,Eldoret,Home,Education,,4680.47,N/A,,,ABC Ltd,retail
TXN00829,2024-03-14,Eldoret,Electronics,Whatever,,,10,,,XYZ Traders,Retail
TXN00830,2025-12-25,Eldoret,Grocery,Have,34,2313.84,10,,,Prime Supply,retail
,2025-03-25,Mombasa,Grocery,Movement,,2932.01,N/A,30109.68,256,,retail
TXN00832,2025-04-05,Nairobi,Fashion,Support,,4127.34,15,68544.03,,Prime Supply,retail
TXN00833,2025-01-30,Nairobi,fashion,Draw,,,,,12,Prime Supply,Wholesale
TXN00834,2024-05-14,Nairobi,Grocery,Company,50,,20,60154.88,410,,Wholesale
TXN00835,2024-05-03,Eldoret,Groceries,Party,49,,15,,82,,Retail
TXN00836,2024-05-12,Kisumu,Groceries,Chance,,,5,33695.35,,ABC Ltd,VIP
TXN00837,2025-01-25,Nakuru,Grocery,Central,29,4980.59,N/A,,,,VIP
,2024-04-07,Mombasa,Groceries,Tonight,,3208.59,10,,,XYZ Traders,VIP
TXN00839,2025-02-06,Kisumu,Electronics,Think,3,,0,,241,,VIP
TXN00840,2025-04-16,Nairobi,Electronics,Ground,,,15,23236.05,,ABC Ltd,Retail
TXN00841,2025-11-06,Nairobi,Home,Good,43,,15,,,,Wholesale
TXN00842,2024-01-08,Nairobi,Grocery,Protect,,,,,852,XYZ Traders,retail
,2024-08-01,Mombasa,Groceries,My,43,,20,13196.11,,Prime Supply,VIP
TXN00844,2024-08-03,Nairobi,fashion,Day,,2558.83,N/A,,196,,VIP
TXN00845,2025-01-02,Eldoret,fashion,Main,,,N/A,,968,,VIP
,2024-06-12,Kisumu,Home,Say,,,,,58,Prime Supply,Retail
TXN00847,2025-11-13,Kisumu,Home,Discover,,,N/A,51515.93,952,,retail
TXN00848,2025-04-24,Nairobi,Groceries,Bank,6,,0,,766,,Wholesale
,2025-06-09,Nairobi,Home,They,,,0,,378,ABC Ltd,retail
,2025-04-11,Mombasa,electronics,Least,,,,,567,Prime Supply,retail
,2024-12-31,Eldoret,Grocery,Off,7,,15,36314.4,471,,VIP
,2025-05-24,Kisumu,Electronics,Member,,,0,,80,,Retail
,2024-06-02,Nairobi,Fashion,Machine,,,,,720,ABC Ltd,retail
,2025-11-17,Kisumu,electronics,Expert,,,15,26033.82,,XYZ Traders,VIP
TXN00855,2024-12-24,Kisumu,electronics,Want,50,1638.49,15,,,XYZ Traders,Wholesale
TXN00856,2024-01-08,Nakuru,fashion,Two,,,N/A,,,,retail
TXN00857,2025-09-07,Eldoret,electronics,Herself,41,,N/A,32176.85,251,ABC Ltd,Retail
,2024-12-31,Kisumu,Fashion,A,21,3010.86,N/A,44904.18,197,,VIP
,2024-12-07,Kisumu,Groceries,Despite,22,,10,39399.38,434,,VIP
TXN00860,2025-01-29,Eldoret,Fashion,Floor,,,20,,,Prime Supply,Retail
TXN00861,2024-08-20,Mombasa,electronics,Fast,35,,5,,,ABC Ltd,Retail
TXN00862,2024-05-10,Nakuru,Home,Assume,2,,20,,815,XYZ Traders,VIP
TXN00863,2025-03-20,Nairobi,Home,Beautiful,,2499.54,0,15371.54,,Prime Supply,VIP
TXN00864,2025-10-10,Mombasa,fashion,Expert,30,,15,25963.8,,ABC Ltd,Wholesale
TXN00865,2024-08-05,Mombasa,Home,Consider,45,,10,,,,Wholesale
TXN00866,2024-11-07,Kisumu,Fashion,Religious,12,2865.95,15,,,ABC Ltd,Retail
,2025-12-11,Nakuru,Electronics,Bring,23,3311.82,20,93682.51,,XYZ Traders,Wholesale
TXN00868,2025-08-05,Eldoret,Electronics,West,,,N/A,37724.43,166,XYZ Traders,VIP
TXN00869,2024-03-12,Nakuru,electronics,Catch,44,,,95610.41,,ABC Ltd,VIP
TXN00870,2024-03-25,Nakuru,Home,Contain,,,N/A,23374.84,,,VIP
,2025-11-20,Mombasa,Home,Lose,,,N/A,56152.19,,XYZ Traders,retail
TXN00872,2025-05-17,Nakuru,Electronics,Know,24,3577.65,10,4247.9,975,Prime Supply,Retail
,2025-04-18,Kisumu,Fashion,Suddenly,,582.49,N/A,,146,,VIP
TXN00874,2024-09-20,Eldoret,Grocery,Old,,,,,,,Retail
TXN00875,2024-12-12,Mombasa,Electronics,But,,3210.77,20,,,XYZ Traders,VIP
TXN00876,2025-01-31,Nairobi,fashion,Finally,11,,,49291.94,,Prime Supply,retail
TXN00877,2024-08-12,Mombasa,electronics,Sea,,3260.43,,74839.14,,Prime Supply,retail
TXN00878,2024-11-25,Nairobi,Home,Board,,,5,,,XYZ Traders,Retail
,2024-07-03,Nairobi,Grocery,Between,,2144.27,10,82513.61,,,Retail
TXN00880,2024-07-31,Nairobi,electronics,Any,,,15,,,XYZ Traders,Retail
,2024-10-17,Nairobi,Electronics,To,,1391.89,,30330.76,,,Wholesale
TXN00882,2024-10-14,Eldoret,fashion,Treat,,,5,,874,,retail
,2025-03-07,Mombasa,Home,Little,,,15,91802.55,,ABC Ltd,Retail
,2024-07-22,Mombasa,fashion,Half,,,0,,,Prime Supply,Wholesale
,2024-10-13,Kisumu,Groceries,Him,,153.67,,95841.12,663,,VIP
,2025-05-25,Nairobi,Electronics,Glass,,,N/A,41078.61,655,,retail
TXN00887,2025-08-07,Nakuru,Grocery,Law,9,,15,,,,Retail
TXN00888,2025-09-25,Nakuru,fashion,Long,,4593.77,N/A,,15,Prime Supply,Wholesale
,2024-02-13,Nairobi,Grocery,Discover,,,20,51983.45,848,,Wholesale
TXN00890,2024-10-22,Eldoret,fashion,Herself,37,,20,,,,Retail
TXN00891,2025-10-21,Kisumu,Groceries,Worker,24,,0,,,Prime Supply,Retail
TXN00892,2024-08-10,Kisumu,Electronics,Listen,3,1260.26,15,,61,,Retail
,2024-08-20,Eldoret,Home,South,,,15,,,,Wholesale
,2024-11-14,Kisumu,Grocery,General,,4421.67,N/A,,136,,VIP
TXN00895,2025-04-14,Nairobi,Groceries,Responsibility,15,,5,99579.45,721,,retail
TXN00896,2025-01-16,Nairobi,electronics,Data,,,15,19629.45,717,,Retail
,2025-03-02,Eldoret,Grocery,Wear,15,1496.38,0,19058.08,740,,retail
TXN00898,2024-03-10,Nairobi,Home,Question,3,,10,,,,Retail
,2024-10-09,Mombasa,Fashion,Across,,3506.73,,,825,,VIP
TXN00900,2025-11-24,Mombasa,fashion,Key,,,20,,,,retail
TXN00901,2024-01-16,Nakuru,Fashion,Among,2,,15,,,,Wholesale
TXN00902,2024-11-20,Nairobi,Home,Mean,,,,,269,Prime Supply,retail
TXN00903,2025-06-20,Kisumu,Grocery,View,,,20,85708.87,778,Prime Supply,Retail
TXN00904,2025-06-14,Kisumu,electronics,Than,,4632.71,10,,945,XYZ Traders,retail
TXN00905,2024-06-09,Nairobi,Home,Soldier,,,5,21369.63,,XYZ Traders,VIP
TXN00906,2024-06-01,Nairobi,Home,Pull,9,,0,60316.61,,ABC Ltd,Wholesale
TXN00907,2025-07-16,Kisumu,Fashion,Summer,,1516.63,15,39699.18,401,ABC Ltd,retail
TXN00908,2025-10-20,Nakuru,fashion,Bit,27,,N/A,73208.83,,ABC Ltd,retail
TXN00909,2025-11-13,Eldoret,fashion,Commercial,,,,,,,VIP
TXN00910,2025-01-16,Eldoret,Grocery,Nor,,2543.65,20,98135.71,,,retail
TXN00911,2024-07-23,Mombasa,fashion,Floor,20,,5,,,,VIP
TXN00912,2025-09-17,Mombasa,Groceries,Always,42,,20,,,Prime Supply,Wholesale
TXN00913,2025-02-25,Kisumu,Groceries,Choice,7,3818.75,N/A,,,ABC Ltd,Wholesale
,2024-08-28,Nairobi,Electronics,Various,,769.27,5,,761,XYZ Traders,VIP
TXN00915,2024-07-20,Kisumu,Home,Parent,20,,N/A,,420,,retail
,2025-04-11,Nairobi,Groceries,Mean,,4839.3,10,9870,,,VIP
,2024-11-01,Nairobi,Electronics,Nation,11,,20,,329,ABC Ltd,Wholesale
TXN00918,2025-11-08,Mombasa,Home,Ten,,,20,62770.92,,ABC Ltd,retail
TXN00919,2025-01-29,Kisumu,Home,Thing,,,15,81622.45,274,,VIP
TXN00920,2024-04-07,Nakuru,Grocery,Loss,11,,5,49310.58,827,ABC Ltd,VIP
TXN00921,2024-04-28,Eldoret,Fashion,Agreement,,2960.89,10,85008.89,,Prime Supply,Wholesale
TXN00922,2025-08-29,Mombasa,Home,Amount,,,,17562.98,,,retail
,2024-09-23,Mombasa,electronics,Mr,43,,15,88186.83,375,XYZ Traders,Retail
TXN00924,2024-02-05,Mombasa,Grocery,Surface,41,,10,,662,,Wholesale
TXN00925,2024-04-07,Eldoret,electronics,Guess,4,,0,25335.22,,ABC Ltd,retail
,2025-07-07,Kisumu,Home,Fast,,,10,46162.92,,ABC Ltd,VIP
TXN00927,2025-01-13,Kisumu,Fashion,Yard,44,,5,,653,Prime Supply,VIP
TXN00928,2025-01-09,Nakuru,Electronics,Suffer,6,,10,75984.14,425,,VIP
TXN00929,2025-01-06,Nairobi,Home,Member,4,2546.34,,89752.17,520,ABC Ltd,retail
